"Pass","Start S1","End S1","Start S2","End S2","Start S3","End S3",
35200,-4173.57,-3338.51,-2976.52,-2108.46,-1698.6,-1217.81,
35300,-4094.34,-3658.59,-2894.54,163.389,-1731.74,-1303.82,
35400,-4589.03,-3092.29,-2472.27,-1833.61,-2247.67,-1347.18,
35500,-4587.45,-3382.43,-2510.58,-2397.47,-1637.27,-1313.05,
35600,-4127.63,-3718.85,-3006.59,-1710.41,-1599.61,-1370.58,
35700,-4003.07,-3616.98,-2134.3,-1478.81,-1608.37,-1256.89,
35800,-4114.05,-3397.87,-4055.28,-1267.86,-1698.22,-1366.64,
35900,-4252.78,-3835.09,-2055.35,-1789.93,-1671.17,-1404.05,
36000,-5150.11,-2962.09,-3306.15,896.531,-1729.09,-1168.48,
36100,-4682.57,-3612.16,-3373.25,-2228.23,-1663.32,-1330.02,
36200,-4480.69,-3129.23,-2061.37,-1456.42,-1788.31,-1284.1,
36300,-4027.23,-3864.34,-3645.08,-1257.67,-1841.59,-1324.07,
36400,-3877.52,-3666.12,-2569.73,-2071.84,-2148.22,-1170.11,
36500,-4204.33,-3741.97,-2416.35,-1778.81,-1752.72,-1284.59,
36600,-4307.11,-3730.91,-5540.77,-2368.09,-1800.33,-1387.79,
36700,-4430.03,-3882.19,-2495.76,-824.078,-1693.09,-1229.95,
36800,-4173.02,-3697.16,-2841.92,-2249.71,-1795.37,-1334.52,
36900,-4111.31,-3785.89,-3008,-2507.12,-1615.31,-1383.64,
37000,-4221.87,-3781.89,-6487.18,-1288.38,-1576.75,-1318.76,
37100,-4310.74,-3755.73,-2418.19,-2174.18,-1746.59,-1188.09,
37200,-4373.75,-3482.99,-2168.96,-2086.96,-1659.31,-1374.87,
37300,-4015.15,-2905.83,-2610.06,-2529.82,-1666.54,-1303.73,
37400,-4088.22,-3766.39,-2521.41,-2317.79,-1609.5,-1338.38,
37500,-4264.38,-3872.5,-2302.32,-2243.61,-1715.42,-1323.75,
37600,-4316.18,-3662.74,-2433.08,-2289.39,-1673.44,-1267.13,
37700,-4601.87,-3675.77,-6105.46,523.195,-1788.5,-1219.06,
37800,-4078.09,-3707.76,-2814.63,-232.222,-1702.26,-1338.32,
37900,-4167.02,-3903.22,-2574.62,-2388.44,-1762.95,-1395.71,
38000,-4202.03,-3048.28,-2918.52,-2447.88,-1665.73,-1302.38,
38100,-4381.67,-3574.95,-2401.21,-2066.63,-1838.61,-1248.67,
38200,-4049.93,-3840.68,-3660.22,-637.94,-1577.45,-1356.14,
38300,-4129.77,-3728.52,-2758.26,-1860.17,-1808.76,-1312.01,
38400,-5163.34,-3575.77,-2038.39,-1804.85,-1595.01,-1305.4,
38500,-4338.4,-3706.27,-2303.69,-1932.02,-1630.19,-1214.43,
38600,-4427.25,-3682.42,-2515.07,-715.315,-1676.44,-1229.09,
38700,-4392.9,-2843.23,-2775.25,-2044.17,-1694.12,-1358.52,
38800,-4101.21,-3731.55,-2272.73,-1797.7,-1761.78,-1353.72,
38900,-4393.82,-2628.16,-3767.89,-1884.36,-1635.89,-1298.62,
39000,-4259.1,-3830.33,-2281.85,-2094.23,-1847.78,-1314.54,
39100,-4032.13,-3924.46,-2428.94,-1523.12,-1743.58,-1244.96,
39200,-4227.07,-3781.41,-5403.16,1624.5,-1714.17,-1248.42,
39300,-4091.89,-3716.26,-2246.65,-1745.43,-1688.62,-1143.31,
39400,-4393.02,-3141.01,-2795.92,-1655.11,-1651.58,-1383.06,
39500,-4182.98,-3310.32,-2747.93,-2094.49,-1608.52,-1214.67,
39600,-4368.1,-3586.21,-2440.6,-1859.15,-1926.04,-1161.85,
39700,-4137.16,-3306.43,-3273.81,-2244.8,-1658.92,-1335.85,
39800,-4138.09,-3345.39,-2422.27,-111.489,-1686.88,-1218.36,
39900,-4168.26,-3389.6,-2928.39,-1666.41,-1619.32,-1326.11,
40000,-4123.18,-2237.45,-2174.92,-2144.65,-1640.27,-1384.97,
40100,-4388.13,-3841.49,-3949.42,1337.37,-1718.28,-1261.2,
40200,-4056.33,-3632.95,-5394.86,-820.479,-1567.56,-1273.65,
40300,-4089.52,-3904.9,-2843.97,-2117.06,-1597.97,-1231.97,
40400,-4170.68,-3623.06,-2831.86,688.406,-1778.82,-1233.33,
40500,-4360.91,-3514.55,-2372.92,-2001.6,-1627.73,-1321.79,
40600,-4571.42,-3543.45,-2585.81,-2107.82,-2143.53,-1279.03,
40700,-4008.3,-3934.63,-3975.75,-1509.96,-1679.97,-1225.94,
40800,-4080.04,-3947.43,-4228.5,-2200.53,-1670.73,-1276.48,
40900,-5125.04,-3461.68,-2306.45,-2099.73,-2049.58,-1288.18,
41000,-4210.64,-3612.12,-2549.11,-1724.09,-2092.78,-1215.25,
41100,-4235.11,-3308.87,-3252.76,-1183.43,-1709.99,-1198.54,
41200,-4264.45,-3676.95,-6585.4,427.976,-1663.99,-1134.44,
41300,-4042.78,-3759.04,-3093.36,469.497,-1664.91,-1243.11,
41400,-4046.28,-3832.22,-3486.83,-1163.86,-2353.41,-254.55,
41500,-4445.72,-3868.04,-3696.57,-1572.16,-1629.61,-1247.7,
41600,-4504.84,-3814,-2480.14,-2033.33,-2264.96,-1189.72,
41700,-4342.41,-3688.27,-2376.2,-1712.87,-1584.36,-1375.68,
41800,-4236.3,-3949.47,-2691.92,-1095.75,-1666.85,-1324.21,
41900,-4256.79,-3739.53,-2575.48,-2047.88,-1714.94,-1329.35,
42000,-4078.69,-3631.05,-2294.05,-1926.95,-1690.02,-1133.27,
42100,-4249.12,-3740.18,-4329.16,-1864.54,-1845.43,-1220.04,
42200,-4011.62,-3864.94,-2119.08,-1781.26,-1870.24,-1299.98,
42300,-4625.9,-3540.94,-2975.35,-103.872,-1745.1,-1372.25,
42400,-4860.48,-2660.72,-2884.03,-2185.06,-1820.9,-1198.14,
42500,-4219.43,-3065.64,-3379.16,-991.717,-1925.68,-1301.07,
42600,-4568.81,-3646.03,-5135.15,-2057.21,-1653.07,-1038.24,
42700,-4330.86,-3705.13,-5088.83,-32.3772,-1561.68,-1375.11,
42800,-5653.07,-2880.75,-5564.84,871.74,-1623.67,-1229.16,
42900,-4436.82,-3873.19,-6499.36,599.361,-1741.27,-1214.81,
43000,-4401.12,-3690.47,-2108.1,-1561.94,-1655.38,-1289.25,
43100,-4196.47,-3795.9,-3429.03,-1751.72,-1682.98,-915.334,
43200,-4279.84,-3527.17,-2413.87,-1131.87,-1683.12,-1394.81,
43300,-4125.1,-3521.88,-2429.07,-2352.17,-1749.61,-1322.46,
43400,-4460.93,-3308.98,-2778.53,302.965,-1647.73,-1212.07,
43500,-4139.36,-3751.05,-2115.39,-1994.73,-1758.99,-1354.85,
43600,-5106.05,-3486.03,-2326.91,-1808.69,-2572.36,-1106.7,
43700,-4293.9,-3328.24,-5895.31,867.402,-1567.01,-1311.12,
43800,-4136.11,-4009.05,-2053.51,-1863.06,-1620.88,-1335.28,
43900,-4549.76,-4012.42,-2609.8,-1822.25,-1604.82,-1198.82,
44000,-4034.2,-3907.53,-2199.55,-1833.92,-1652.83,-1289.53,
44100,-4000.3,-3929.34,-3316.47,-285.521,-1713.5,-1346.6,
44200,-4608.67,-3838.96,-5886.28,-557.119,-1669.54,-1081.99,
44300,-4514.15,-3736.01,-2871.21,-1303.99,-1648.13,-1359.41,
44400,-4505.7,-3857.95,-5794.82,1834.46,-1682.14,-1135.33,
44500,-4301.62,-3532.3,-2531.01,-1669.26,-1701.96,-1393.16,
44600,-4059.86,-3842.54,-2193.92,-1658.4,-1675.35,-1244.55,
44700,-4223.28,-3492.24,-2677.2,-2318.48,-1813.03,-1139.86,
44800,-6368.15,-1513.82,-2324.41,-2058.58,-1690.29,-1406.25,
44900,-4080.2,-3847.35,-3382.16,-1719.15,-1675.51,-1287.1,
45000,-4426.67,-3836.75,-2449.87,-1920.78,-1768.33,-1307.58,
45100,-4873.75,-3620.36,-2657.49,-2448.18,-2073.8,-1261.87,
45200,-4576.77,-2866.88,-2409.2,-1872.42,-1644.54,-1357.95,
45300,-5102.63,-3834.37,-2350.44,-2303.1,-1816.18,-1287.64,
45400,-4142.83,-3844.89,-2747.37,-1887.52,-1711.92,-1361.02,
45500,-4074.6,-3812.74,-3492.12,-968.064,-1757.26,-1362.98,
45600,-4058.61,-3932.85,-2441.62,-2416.16,-1786.35,-1402.88,
45700,-3989.2,-3813.99,-2286.91,-2261.46,-1684.16,-1290.72,
45800,-4278.29,-3672.22,-3815.72,-1524.18,-1765.64,-1222.39,
45900,-4156.73,-3854.69,-2833.25,-1408.28,-1646.05,-1373.16,
46000,-4533.13,-3862.04,-2464,-2022.12,-1644.06,-1321.86,
46100,-4156.28,-3848.64,-4356.43,-36.3054,-1668.61,-1293.76,
46200,-4017.4,-2817.27,-2730.25,953.125,-1705.08,-1215.83,
46300,-4364.92,-3658.58,-2233.25,-2062.78,-1727.19,-1221.49,
46400,-4494.48,-3604.3,-2830.36,-1902.44,-1649.2,-1222.84,
46500,-5019.14,-1952.13,-6604.95,2055.2,-1637.37,-1279.74,
46600,-4088.31,-3528.81,-6006.76,80.5677,-1694.11,-1313,
46700,-4221.46,-3680.85,-3439.92,-1742.32,-1638.49,-1347.51,
46800,-4397.07,-3418.42,-3418.2,-1264.03,-1669.3,-961.078,
46900,-4081.05,-3804.71,-3006.64,-1648.71,-1622.99,-1100.61,
47000,-4017.34,-3757.87,-2187.05,-2108.09,-1715.14,-1213.53,
47100,-4162.88,-3771.6,-2118.66,-1761.6,-1997.57,-1102.21,
47200,-4034.05,-3866.48,-2478.89,-2151.31,-1731.66,-1229.27,
47300,-4085.52,-3712.88,-2638.45,-1948.44,-1675.5,-1284.86,
47400,-4466.88,-3925.96,-2806.71,-2370.61,-1898.95,-1305.32,
47500,-4446.75,-3408.57,-2181.61,-2135.82,-2447.98,-953.858,
47600,-4151.1,-3865.09,-3610.15,-1858.91,-1969.09,-1199.5,
47700,-4282.72,-3674.31,-3702.71,-1340.23,-1625.77,-1303.62,
47800,-4611.11,-3588.2,-4201.73,-496.71,-1601.28,-1305.99,
47900,-4131.63,-3767.32,-2767.97,-1984.25,-1727.8,-1329.78,
48000,-4344.47,-3643.1,-2505.21,-2345.31,-1763.62,-1367.97,
48100,-4618.2,-3213.06,-2653.62,-1677.65,-1756.29,-1364.39,
48200,-4306.63,-3794.52,-5771.98,-467.452,-1613.2,-1403.59,
48300,-4067.91,-3769.82,-2172.47,-1880.46,-1770.69,-1314.93,
48400,-4229.33,-3537.3,-2425.79,-2042.63,-1703.11,-1200.6,
48500,-4186.61,-3876.46,-2895.31,-2158.91,-1730.02,-1094.05,
48600,-4227.46,-3834.9,-3154.77,-1298.58,-1699.85,-1344.45,
48700,-4392.03,-3583.27,-2352.4,-2270.92,-1618.54,-1381.49,
48800,-4609.68,-3624.19,-2480.1,-2027.39,-1614.05,-1229.52,
48900,-4305.06,-3237.85,-2306.85,-2063.87,-1817.32,-1360.4,
49000,-4335.67,-3543,-2437.16,-2221.39,-1624.43,-1328.04,
49100,-3969.19,-3818.33,-2320.12,-2033.72,-1702.46,-1237.15,
49200,-4092.67,-3944.92,-5198.74,-1990.13,-1700.39,-1010.96,
49300,-4147.02,-3333.58,-2976.9,-2154.72,-1701.77,-1389.27,
49400,-4300.22,-2861.47,-2740.2,-1925.09,-1671.91,-1353.77,
49500,-4183.72,-3844.57,-2695.13,-1841.59,-1830.72,-873.144,
49600,-4058.99,-3806.62,-2199.15,-1886.94,-1611.96,-1357.17,
49700,-4054.83,-3782,-6492.1,1863.21,-1605.79,-1269.11,
49800,-4240.08,-3814.17,-2156.61,-2023.13,-1712.44,-1289.1,
49900,-4170.84,-3645.32,-4982.71,-756.094,-1965.6,-1350.56,
50000,-5284.49,-3878.86,-2423.51,-2231.77,-1913.64,-1295.06,
50100,-4256.09,-3925.34,-2738.11,-1686.59,-1702.4,-1360.18,
50200,-4405.38,-3430.33,-1994.95,-1908.86,-1710.44,-1290.29,
50300,-4035.33,-3774.16,-4291.64,-2035.34,-1656.91,-1350.18,
50400,-4360.12,-2595.17,-3271.59,-856.599,-2214.1,-1193.69,
50500,-4043.87,-3728.58,-2483.03,-2252.31,-1760.43,-1256.33,
50600,-4282.6,-3644.7,-6511.72,-721.238,-1724.38,-1230.4,
50700,-4218.11,-3823.62,-3535.67,-750.573,-1871.68,-1296.09,
50800,-4877.23,-3602.78,-2358.62,-1974.31,-1693.11,-1271.47,
50900,-4037.19,-3868.15,-6596.58,-1343.25,-1676.04,-1330.28,
51000,-5315.54,-1916.43,-3862.04,171.371,-1835.37,-1323.17,
51100,-4268.22,-3935.81,-4878.18,1502.43,-1684.8,-1177.73,
51200,-4323.33,-3457.01,-2060.44,-2056.29,-1673.77,-1392.54,
51300,-4311.87,-3542.51,-4184.29,-1931.22,-1776.59,-1090.34,
51400,-4245.01,-3565.25,-2337.76,1431.68,-1716.72,-1284.74,
51500,-4208.15,-3803.7,-2929.02,1308.68,-1631.54,-1332.93,
51600,-4505.13,-3627.45,-4082.25,-1957.6,-1736.71,-1339.63,
51700,-4019.87,-2798.19,-2505.89,-1551.14,-1608.21,-1307.63,
51800,-4582.31,-3275.4,-2296.49,-2007.89,-1684.69,-1337.55,
51900,-4250.7,-3069.52,-2172.23,-1786.21,-1710.04,-1256.43,
52000,-4252,-3544.75,-2670.45,-1850.94,-1619.83,-1434.44,
52100,-4232.19,-3403.86,-2080.14,-1990.02,-1740.54,-1172.2,
52200,-4261.97,-3615.76,-3186.08,-1953.55,-1612.43,-990.786,
52300,-5667.37,-1815.71,-3147.52,-1891.19,-1877.62,-1274.19,
52400,-4110.39,-3571.36,-2491.26,-95.6755,-1815.84,-1280.96,
52500,-4194.73,-3705.67,-2781.07,-1804.94,-1697.18,-1248.84,
52600,-4193.03,-3824.08,-3931.56,-553.537,-1695.52,-1277.93,
52700,-4135.73,-3844.3,-2776.35,-2141.4,-1631.62,-1311.15,
52800,-4422.76,-3768.54,-2776.57,-1424.41,-1909.24,-1226.11,
52900,-4235.01,-3494.9,-2545.35,-2157.81,-1589.82,-1272.82,
53000,-4234.67,-3849.11,-2543.06,-2086.9,-1612.31,-1129.68,
53100,-4104.55,-3820.66,-6594.5,1953.83,-1655.25,-1322.78,
53200,-4094.58,-3849.91,-3279.53,-2137.25,-2182.91,-1245.01,
53300,-4241.29,-3079.5,-3218.93,-2359.21,-1739.93,-1131.83,
53400,-4120.29,-3674.72,-6592.46,2016.07,-1750.25,-1324.19,
53500,-4242.01,-3872.49,-5363.81,-360.543,-1709.99,-1332.68,
53600,-4111.46,-3838.26,-2624.23,-1779.28,-1672.99,-1346.41,
53700,-4390.63,-3550.55,-2573.37,-985.071,-1657.51,-1302.41,
53800,-4187.81,-3830.29,-3389.87,-1630.37,-2072.6,-734.066,
53900,-4392.49,-3287.08,-2463.38,-2356.62,-2120.24,-1332.33,
54000,-4149.09,-3750.35,-2222.55,-1652.42,-1626.59,-1325.82,
54100,-4476.9,-3760.54,-2924.15,-1929.5,-1736.23,-1319.6,
54200,-4495.71,-3367.13,-2488.37,-1696.42,-1636.17,-1374.91,
54300,-4180.4,-3775.13,-3580.44,-2135.52,-1657.75,-1305.66,
54400,-4193.07,-3586.55,-2514.91,-1465.39,-1662.18,-1116.07,
54500,-4233.69,-2664.31,-2742.18,-2053.98,-1817.48,-1186.2,
54600,-5418.38,-3885.47,-3890.63,-2219,-1566.82,-1385.41,
54700,-4794.93,-3791.72,-2534.82,219.574,-1598.46,-1326.45,
54800,-4398.18,-3813.53,-6316.98,-2170.33,-1680.78,-1388.16,
54900,-4349.64,-3595.55,-2183.16,-1598.27,-1605.56,-1338.38,
55000,-4105.61,-3626.21,-2117.98,-1589.89,-2074.43,-852.818,
55100,-5152.88,-3017.72,-2510.54,-1932.67,-1590.08,-1409.63,
55200,-4060.55,-3671.78,-2437.18,-1731.96,-1682.52,-1069.97,
55300,-4215.45,-3897.15,-2644.29,-1962.1,-1675.66,-1270.53,
55400,-4127.19,-3388.63,-2488.41,-2316.1,-1757.97,-954.971,
55500,-4265.11,-3889.65,-3158.79,-1865.93,-1559.84,-1273.94,
55600,-4552.05,-3332.39,-5061.91,-1762.84,-1648.22,-1325.2,
55700,-5157.55,-3515.65,-3912.08,-1668.15,-1600.23,-1331.12,
55800,-4354.7,-3536.52,-2444.78,-2342.86,-1689.85,-1290.56,
55900,-4317.7,-3835.24,-2547.42,-2222.85,-1683.1,-1399.4,
56000,-4061.43,-3801.7,-3612.23,-329.91,-1575.19,-1352.11,
56100,-4550.35,-3734.2,-5708.04,625.763,-1671.53,-1352.45,
56200,-4449.83,-3446.65,-2435.45,-2226.14,-1648.41,-1210.97,
56300,-4310.41,-3790.54,-2160.3,-2099.27,-1629.92,-1343.99,
56400,-4190.55,-3888.05,-2376.5,-2159.79,-1726.92,-1267.54,
56500,-4045.51,-3849.86,-2320.55,-2099.38,-1685.78,-1240.46,
56600,-4114.04,-3655.22,-3863.4,-1183.51,-1790.41,-1270.83,
56700,-4109.44,-3589.42,-2961.56,-1646.88,-1676.99,-1313.24,
56800,-4190.54,-3824.3,-2464.19,-2241.46,-2776.86,-270.499,
56900,-4027.27,-3909.32,-3337.19,-1296.37,-1574.47,-1365.18,
57000,-4769.83,-2825.53,-2767.9,-1699.11,-1686.99,-1287.13,
57100,-4324.9,-3857.48,-2890.13,-1985.11,-1837.83,-1268,
57200,-4087,-3375.59,-3090.13,-2075.73,-1596.43,-1239.31,
57300,-4315.46,-3635.98,-2256.26,-1477.1,-1644.27,-1314.15,
57400,-4735.29,-3402.26,-2538.8,-1974.6,-1601.77,-1276.6,
57500,-6543.25,-3255.28,-2415.36,-2220.94,-1627.93,-1177.67,
57600,-4346.27,-3755.21,-2646.69,-2374.01,-1897.96,-709.715,
57700,-4021.69,-3901.27,-2527.59,-2349.72,-1837.16,-836.123,
57800,-4188.18,-3887.95,-2155.44,-1997.11,-1566.18,-1316.57,
57900,-4518.88,-3826.65,-3193.81,-2330.23,-1562.84,-1371.89,
58000,-3953.09,-3951.73,-1971.35,-1785.16,-1587.18,-1367.53,
58100,-4804.98,-3224.11,-5185.56,-1987.81,-1694.64,-1066.25,
58200,-4786.89,-3533.42,-2314.39,-1981.89,-1645.75,-1251.55,
58300,-4781.68,-3572.86,-2404.43,-2163.81,-1931.83,-1068.25,
58400,-4029.62,-3688.02,-2962.62,-1824.42,-1927.69,-1264.53,
58500,-4255.68,-3703.11,-2020.4,-1802.73,-1682.37,-1207.77,
58600,-4026.49,-3600.89,-2553.59,-2026.22,-1680.49,-1042.25,
58700,-5215.54,-3813.34,-2872.29,-922.939,-1665.98,-1310.42,
58800,-4260,-3542.16,-3593.28,-1685.77,-1790.33,-1109.93,
58900,-4167.61,-3785.87,-2034.88,-1993.35,-1568.89,-1262.2,
59000,-4219.83,-3583.93,-2509.64,-2000.55,-1715.6,-1283.27,
59100,-4081.43,-3826.93,-2885.71,-2155.68,-1703.65,-1021.91,
59200,-4651.84,-3406.81,-3075.74,126.559,-1681.37,-1074.77,
59300,-4046.86,-3908.07,-2560.65,-2199.2,-1605.93,-1361.22,
59400,-4307.94,-3703.68,-3605.79,-1528.56,-1620.09,-1209.25,
59500,-4493.56,-3467.77,-2839.09,-1703.92,-1685.41,-1357.43,
59600,-4565.6,-3447.88,-2028.53,-491.626,-1602.04,-1407.87,
59700,-4172.08,-3767.74,-2685.02,-1534.47,-1847.44,-1265.33,
59800,-4253.1,-3387.43,-2193.12,-1445.14,-1640.03,-1379.99,
59900,-4225.28,-1851.32,-2459.22,1740.27,-2286.44,-1015.74,
60000,-4029.53,-3576.23,-2449.88,-2225.97,-1650.08,-1312.95,
60100,-4126.11,-3886.02,-2453.27,-2417.7,-1622.29,-1021.83,
60200,-4013.35,-3662.62,-2568.89,-1336.64,-1688.99,-1154.35,
60300,-4042.35,-3717.77,-2567.26,-1463.49,-1540.99,-1352.04,
60400,-4307.47,-3885.64,-2896.29,-1679.12,-1563.52,-1210.53,
60500,-4784.84,-3433.07,-2743.36,-612.666,-1566.44,-1321.56,
60600,-4176.05,-3947.48,-3531.38,-738.481,-2463,-1238.86,
60700,-5244.27,-3667.16,-2560.61,-1988.16,-1824.47,-1070.88,
60800,-4037.39,-3871.68,-2452.23,-2189.4,-1658.8,-1353.55,
60900,-4035.64,-3478.67,-3759.2,53.5833,-1626.99,-1389.81,
61000,-4229.38,-3559.13,-2587.72,-2170.09,-1715.17,-1262.22,
61100,-4269.65,-3339.76,-6005.55,-408.267,-1632.21,-1358.87,
61200,-4074.01,-3605.74,-2622.43,-2537.94,-1619.9,-1343.8,
61300,-4076.97,-3855.17,-2296.71,-2285.69,-1667.78,-1316.26,
61400,-4001.63,-3914.72,-2261.57,-2075.76,-1621.51,-1234.73,
61500,-4093.08,-3683.87,-2522.97,-1485.68,-1752.5,-1180.86,
61600,-4189.12,-3814.58,-5988.37,1809.93,-1857.66,-1183.92,
61700,-4120.09,-3725.28,-2294.52,-1964.27,-1724.38,-1304.53,
61800,-4293.43,-3683.48,-6569.19,-51.873,-1594.26,-1274.07,
61900,-4237.71,-3726.68,-2624.98,-2060.55,-1683.89,-1302.02,
62000,-6019.77,-3418.78,-6279.93,494.052,-1664.89,-1274.59,
62100,-4020.71,-3717.73,-2227.31,-1493.08,-1597.83,-1392.86,
62200,-4250.19,-3648.53,-5846.84,-836.682,-1553.26,-1228.52,
62300,-4344.52,-3710.54,-2249.13,-2104.06,-1803.87,-1120.03,
62400,-4471.66,-3586.88,-2288.33,-1799.92,-1737.16,-1184.63,
62500,-4018.85,-3864.88,-2558.14,-2358.49,-1648.58,-1348.87,
62600,-4901.8,-3416.28,-2232.09,-1896.93,-1585.68,-1272.64,
62700,-6499.9,-3277.59,-2560.22,-1427.45,-1655.97,-1341.23,
62800,-5094.4,-3596.58,-2990.12,-1804.02,-1655.53,-1296.18,
62900,-4214.63,-3884.16,-2701.12,-1390.78,-1766.05,-736.17,
63000,-4216.33,-3430.52,-2092.45,-1269.9,-1596.27,-823.246,
63100,-4039.9,-3878.64,-2968.89,-2155.28,-1597.14,-1350.78,
63200,-4077.94,-3703.11,-2937.11,-735.639,-1796.57,-1327.49,
63300,-5768.17,-2441.39,-3243.45,-774.681,-1992.55,-1333.52,
63400,-4243.06,-3503.31,-4689.17,-1190.6,-1618.95,-1369.5,
63500,-4417.41,-1606.05,-2449.64,-2288.61,-1714.31,-1251.81,
63600,-4199.54,-3509.62,-4115.26,-37.2205,-1622.27,-1374.28,
63700,-4045.46,-2546.13,-2851.14,-1243.92,-1704.98,-1194.44,
63800,-4134.88,-3719.39,-2194.24,-2170.12,-1558.25,-1293.87,
63900,-4298.35,-3772.8,-5094.24,-887.831,-1602.45,-694.205,
64000,-4127.29,-3613.41,-3264.14,-1176.62,-1621.83,-1399.19,
64100,-4604.32,-3804.74,-3005.18,-1842.51,-1570.14,-1376.99,
64200,-4227.39,-3330.52,-2553.06,-1789.75,-1571.73,-1286.77,
64300,-3994.48,-3806.31,-2370.58,-1989.61,-1738.7,-1254.51,
64400,-4104.98,-3839.87,-3600.01,-1827.58,-1760.66,-1039.62,
64500,-4076.93,-3737.14,-2563.76,-2277.01,-1732.84,-1076.91,
64600,-5245.93,-2541.01,-2655.37,-2525.08,-1633.61,-1274.26,
64700,-4245.42,-3364.1,-3217.19,-2136.39,-1859.88,-1245.1,
64800,-4242.5,-3820.59,-2738.94,-1812.61,-1731.98,-1303.81,
64900,-4630.31,-3305.43,-3831.82,-2012.78,-2247.59,-978.263,
65000,-4707.53,-3847.06,-4642.03,1831.53,-1687.02,-1263.8,
65100,-6154.83,-2372.8,-4574.59,-1311.19,-1601.03,-1379.27,
65200,-4237.83,-3767.11,-4834.38,-2631.02,-1602.27,-1344.19,
65300,-4241.36,-3655.58,-2438.2,-2285.36,-1665.05,-1202.96,
65400,-4027.03,-3645.63,-3747.11,989.514,-1914.47,-1289.91,
65500,-4124.78,-3825.97,-2732.34,-363.726,-1614.34,-1403.19,
65600,-4668.62,-3684.53,-3065.92,1195.55,-1803.91,-1308.03,
65700,-4094.56,-3657.77,-2527.33,-2128.81,-1628,-1134.21,
65800,-4104.54,-3792.8,-2510.39,-2381.75,-1817.88,-1178.08,
65900,-4816.57,-3572.81,-3682.64,1785.78,-1677.96,-1246.21,
66000,-4142.34,-3805.34,-2757.48,-222.68,-1950.73,-1322.79,
66100,-4297.76,-3698.9,-2926.66,-2372.77,-2071.47,-1209.79,
66200,-4167.81,-3247.12,-3644.45,-1336.81,-1717.48,-1301.04,
66300,-4111.24,-3919.21,-2599.34,-32.1965,-1689.91,-1305.81,
66400,-5150.32,-3644.64,-3644.73,-2195.5,-1672.03,-1348.28,
66500,-4413.7,-3794.17,-2788.01,830.285,-1632.48,-1253.3,
66600,-4258.75,-3448.76,-4160.2,1363.02,-1737.64,-1130.35,
66700,-4126.45,-3655.06,-2796.24,-1416.68,-1611.31,-1336.66,
66800,-4027.12,-3421.67,-2457.32,-1863.2,-1760.25,-1323.46,
66900,-4063.4,-3862.21,-2138.16,-1881.06,-1613.58,-1349.81,
67000,-4160.92,-3296.5,-2703.41,-1905.53,-1670.43,-1246.78,
67100,-6177.24,-2652.14,-2731.66,-2060.32,-1649.92,-1325.08,
67200,-4163.72,-3670.66,-3551.69,-1348.23,-1680.17,-1250.88,
67300,-4082.88,-3862.23,-2088.5,-1612.93,-1587.28,-1335.94,
67400,-4262.53,-3821.43,-2615.47,-2151.26,-1715.13,-1045.94,
67500,-4052.95,-3769.84,-2341.98,-2040.7,-1872.33,-1216.13,
67600,-4118.88,-2779.26,-2466.49,-1238.25,-1580.33,-1349.69,
67700,-6209.07,-2453.59,-2087.5,-1962.51,-1671.14,-1324.41,
67800,-4338.36,-3806.82,-3896.76,506.851,-2263.96,-1072.72,
67900,-4051.98,-3289.67,-2903.19,-1889.21,-1670.72,-1399.31,
68000,-4378.03,-3685.38,-3738.4,-1089.36,-1676.36,-1278.45,
68100,-4857.33,-3713.12,-2245.96,-2171.76,-1678.5,-1282.13,
68200,-4615.87,-3235.4,-2439.51,-2015.64,-1877.64,-1388.92,
68300,-4083.72,-3858.75,-2746,-2320.78,-1738.84,-1161.26,
68400,-3979.69,-3744.28,-5544.89,-1103.5,-1630.77,-1239.25,
68500,-4099.31,-3871.59,-2432.9,-1440.37,-1678.55,-1326.21,
68600,-4235.32,-3824.41,-2693.89,-1468.65,-1753.89,-1011.45,
68700,-4103,-3819.13,-2765.08,-1258.26,-1652.34,-1297.03,
68800,-4064.58,-3817.34,-2408.25,-2046.4,-1693.79,-1254.59,
68900,-6249.88,-2277.49,-2693.41,-2158.81,-1723.33,-1323.3,
69000,-4187.31,-3792.64,-2988.14,-1951.62,-1615.96,-1199.61,
69100,-4109.24,-3774.37,-2827.09,-1573.79,-1591.52,-1337.31,
69200,-4502.48,-3690.54,-2560.85,-1621.15,-1778.62,-1237.72,
69300,-4098.28,-3343.54,-2413.28,-1685.2,-1645.15,-1288.51,
69400,-4178.36,-3435.4,-6378.1,-40.0195,-1640.87,-1358.61,
69500,-4251.06,-3893.31,-3893.34,-2142.14,-1749.34,-1164.1,
69600,-4340.97,-3668.59,-2384.33,-1773.63,-1638.23,-1272.39,
69700,-4375,-3611.76,-2500.71,-2127.44,-1586.61,-1354.59,
69800,-4108.92,-3346.69,-2442.63,-2347.64,-1862.97,-1381.69,
69900,-4417.79,-3353.01,-2877.76,-2179.48,-1778.47,-1228.39,
70000,-4090.01,-3810.55,-2347.82,-1889.03,-1622.02,-1373.88,
70100,-4394.02,-3838.54,-6450.15,-352.574,-1662.85,-1219.55,
70200,-4076.6,-3515.46,-2591.33,-2456.41,-1777.02,-1352.62,
70300,-4054.38,-3305.72,-2168.19,-1392.4,-1658.96,-1301.4,
